,name,path,target,audio-length,time
159,YAF_germ_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_germ_disgust.wav,disgust,57857,2.6239002267573697
199,YAF_goose_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_goose_disgust.wav,disgust,57112,2.590113378684807
1612,YAF_deep_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_deep_ps.wav,surprise,42503,1.9275736961451246
1647,YAF_bath_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_bath_ps.wav,surprise,43578,1.9763265306122448
499,OAF_take_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_take_happy.wav,happy,44408,2.013968253968254
55,YAF_shout_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_shout_disgust.wav,disgust,54380,2.4662131519274375
1051,YAF_pad_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_pad_neutral.wav,neutral,48772,2.2118820861678006
1280,OAF_rush_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_rush_fear.wav,fear,36021,1.6336054421768706
1950,YAF_chalk_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_chalk_fear.wav,fear,29409,1.3337414965986394
14,YAF_walk_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_walk_disgust.wav,disgust,57116,2.590294784580499
2665,OAF_vote_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_vote_sad.wav,sad,51432,2.3325170068027212
306,OAF_said_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_said_ps.wav,surprise,41822,1.8966893424036282
1155,YAF_nice_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_nice_neutral.wav,neutral,51132,2.3189115646258505
133,YAF_turn_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_turn_disgust.wav,disgust,57037,2.5867120181405894
1812,YAF_pike_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_pike_fear.wav,fear,36793,1.6686167800453515
427,OAF_sure_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_sure_happy.wav,happy,42777,1.94
873,YAF_rain_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_rain_happy.wav,happy,44232,2.0059863945578233
1363,OAF_tape_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_tape_fear.wav,fear,33956,1.539954648526077
2071,OAF_tire_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_tire_neutral.wav,neutral,43965,1.993877551020408
629,YAF_wire_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_wire_sad.wav,sad,54232,2.459501133786848
323,OAF_date_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_date_ps.wav,surprise,43251,1.9614965986394557
2446,YAF_sub_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_sub_angry.wav,angry,44651,2.0249886621315194
744,YAF_have_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_have_sad.wav,sad,48514,2.2001814058956914
2750,OAF_shirt_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_shirt_sad.wav,sad,51230,2.3233560090702947
1324,OAF_ripe_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_ripe_fear.wav,fear,34316,1.556281179138322
1122,YAF_pick_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_pick_neutral.wav,neutral,48454,2.1974603174603176
2756,OAF_raid_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_raid_sad.wav,sad,55372,2.511201814058957
212,OAF_pick_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_pick_ps.wav,surprise,40173,1.821904761904762
1681,YAF_jug_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_jug_ps.wav,surprise,41854,1.898140589569161
2035,OAF_yearn_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_yearn_neutral.wav,neutral,42739,1.9382766439909298
1508,OAF_bone_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_bone_angry.wav,angry,36723,1.6654421768707484
997,YAF_cab_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_cab_happy.wav,happy,41456,1.8800907029478457
1917,YAF_mode_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_mode_fear.wav,fear,35482,1.6091609977324264
648,YAF_dodge_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_dodge_sad.wav,sad,53489,2.4258049886621316
1226,OAF_match_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_match_fear.wav,fear,36216,1.6424489795918367
2236,OAF_ditch_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_ditch_disgust.wav,disgust,59405,2.6941043083900227
2092,OAF_walk_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_walk_neutral.wav,neutral,41562,1.8848979591836734
2437,YAF_room_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_room_angry.wav,angry,46737,2.1195918367346938
13,YAF_dip_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_dip_disgust.wav,disgust,57944,2.627845804988662
762,YAF_jar_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_jar_sad.wav,sad,45206,2.05015873015873
1020,YAF_yearn_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_yearn_neutral.wav,neutral,41873,1.8990022675736962
1667,YAF_cool_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_cool_ps.wav,surprise,41282,1.8721995464852608
2498,YAF_limb_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_limb_angry.wav,angry,41637,1.8882993197278912
2534,YAF_raid_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_raid_angry.wav,angry,46326,2.100952380952381
877,YAF_sell_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_sell_happy.wav,happy,40915,1.8555555555555556
1400,OAF_king_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_king_angry.wav,angry,36666,1.6628571428571428
2772,OAF_which_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_which_sad.wav,sad,55051,2.496643990929705
824,YAF_young_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_young_happy.wav,happy,40403,1.8323356009070295
8,YAF_late_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_late_disgust.wav,disgust,56051,2.5419954648526075
2250,OAF_cool_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_cool_disgust.wav,disgust,53385,2.4210884353741497
774,YAF_haze_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_haze_sad.wav,sad,50567,2.2932879818594105
2788,OAF_dip_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_dip_sad.wav,sad,57673,2.6155555555555554
1024,YAF_bite_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_bite_neutral.wav,neutral,44988,2.0402721088435376
999,YAF_yes_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_yes_happy.wav,happy,48045,2.1789115646258503
740,YAF_bath_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_bath_sad.wav,sad,50658,2.2974149659863947
660,YAF_road_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_road_sad.wav,sad,51966,2.356734693877551
557,OAF_kick_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_kick_happy.wav,happy,48403,2.1951473922902496
563,OAF_death_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_death_happy.wav,happy,40602,1.841360544217687
482,OAF_cheek_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_cheek_happy.wav,happy,44629,2.0239909297052154
1383,OAF_chair_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_chair_fear.wav,fear,37198,1.686984126984127
670,YAF_numb_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_numb_sad.wav,sad,48656,2.2066213151927436
914,YAF_sour_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_sour_happy.wav,happy,44488,2.017596371882086
425,OAF_room_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_room_happy.wav,happy,43488,1.9722448979591836
2777,OAF_perch_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_perch_sad.wav,sad,61841,2.8045804988662133
2263,OAF_take_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_take_disgust.wav,disgust,51939,2.3555102040816327
1118,YAF_date_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_date_neutral.wav,neutral,46177,2.0941950113378685
1518,OAF_mode_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_mode_angry.wav,angry,32528,1.4751927437641723
1845,YAF_book_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_book_fear.wav,fear,36089,1.6366893424036282
2790,OAF_shack_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_shack_sad.wav,sad,54828,2.486530612244898
1740,YAF_said_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_said_ps.wav,surprise,39861,1.8077551020408162
2616,OAF_king_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_king_sad.wav,sad,56051,2.5419954648526075
1657,YAF_witch_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_witch_ps.wav,surprise,40609,1.8416780045351473
1286,OAF_said_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_said_fear.wav,fear,34997,1.5871655328798187
2395,OAF_should_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_should_disgust.wav,disgust,50674,2.298140589569161
711,YAF_talk_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_talk_sad.wav,sad,50476,2.2891609977324263
2301,OAF_keen_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_keen_disgust.wav,disgust,57410,2.603628117913832
619,YAF_make_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_make_sad.wav,sad,53172,2.4114285714285715
1865,YAF_bean_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_bean_fear.wav,fear,32805,1.4877551020408164
2044,OAF_name_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_name_neutral.wav,neutral,44184,2.0038095238095237
2501,YAF_tip_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_tip_angry.wav,angry,45668,2.071111111111111
1631,YAF_ripe_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_ripe_ps.wav,surprise,41331,1.874421768707483
1658,YAF_death_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_death_ps.wav,surprise,52794,2.394285714285714
1055,YAF_dead_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_dead_neutral.wav,neutral,42838,1.942766439909297
241,OAF_lore_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_lore_ps.wav,surprise,46181,2.09437641723356
658,YAF_read_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_read_sad.wav,sad,49870,2.2616780045351472
2095,OAF_young_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_young_neutral.wav,neutral,41834,1.8972335600907029
81,YAF_book_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_book_disgust.wav,disgust,50915,2.3090702947845805
907,YAF_door_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_door_happy.wav,happy,39985,1.8133786848072562
2490,YAF_jar_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_jar_angry.wav,angry,44246,2.006621315192744
1700,YAF_sure_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_sure_ps.wav,surprise,49197,2.231156462585034
414,OAF_numb_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_numb_happy.wav,happy,44623,2.023718820861678
822,YAF_king_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_king_happy.wav,happy,40286,1.8270294784580499
929,YAF_pick_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_pick_happy.wav,happy,42645,1.9340136054421768
246,OAF_name_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_name_ps.wav,surprise,40693,1.8454875283446712
479,OAF_sail_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_sail_happy.wav,happy,43610,1.9777777777777779
2217,OAF_get_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_get_disgust.wav,disgust,48068,2.1799546485260772
2174,OAF_size_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_size_neutral.wav,neutral,49363,2.2386848072562358
2767,OAF_dab_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_dab_sad.wav,sad,63435,2.8768707482993197
818,YAF_gap_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_gap_happy.wav,happy,38699,1.7550566893424036
2653,OAF_young_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_young_sad.wav,sad,51306,2.3268027210884354
2572,YAF_chief_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_chief_angry.wav,angry,49755,2.2564625850340136
942,YAF_peg_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_peg_happy.wav,happy,42087,1.9087074829931974
2734,OAF_lot_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_lot_sad.wav,sad,56602,2.566984126984127
1650,YAF_pick_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_pick_ps.wav,surprise,39789,1.8044897959183674
2177,OAF_rot_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_rot_neutral.wav,neutral,46522,2.1098412698412696
1585,OAF_home_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_home_angry.wav,angry,31858,1.4448072562358276
1583,OAF_sub_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_sub_angry.wav,angry,30317,1.3749206349206349
272,OAF_bought_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_bought_ps.wav,surprise,45439,2.0607256235827665
2161,OAF_gin_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_gin_neutral.wav,neutral,46020,2.087074829931973
1770,YAF_hate_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_hate_ps.wav,surprise,41965,1.903174603174603
2556,YAF_learn_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_learn_angry.wav,angry,50175,2.2755102040816326
639,YAF_burn_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_burn_sad.wav,sad,48329,2.1917913832199547
236,OAF_gap_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_gap_ps.wav,surprise,43694,1.9815873015873016
1471,OAF_sell_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_sell_angry.wav,angry,31194,1.4146938775510205
2098,OAF_hit_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_hit_neutral.wav,neutral,40867,1.8533786848072562
2675,OAF_long_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_long_sad.wav,sad,57983,2.6296145124716555
2216,OAF_deep_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_deep_disgust.wav,disgust,52980,2.4027210884353742
1983,YAF_death_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_death_fear.wav,fear,28928,1.3119274376417234
146,YAF_bath_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_bath_disgust.wav,disgust,54255,2.4605442176870747
1331,OAF_gas_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_gas_fear.wav,fear,34332,1.5570068027210884
387,OAF_pole_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_pole_ps.wav,surprise,42813,1.9416326530612245
935,YAF_mode_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_mode_happy.wav,happy,38761,1.7578684807256235
1175,YAF_back_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_back_neutral.wav,neutral,46257,2.097823129251701
409,OAF_mode_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_mode_happy.wav,happy,41953,1.9026303854875284
1043,YAF_calm_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_calm_neutral.wav,neutral,45342,2.0563265306122447
1532,OAF_juice_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_juice_angry.wav,angry,35305,1.6011337868480726
185,YAF_perch_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_perch_disgust.wav,disgust,56231,2.55015873015873
884,YAF_thumb_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_thumb_happy.wav,happy,43459,1.9709297052154195
136,YAF_cool_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_cool_disgust.wav,disgust,55185,2.5027210884353743
1914,YAF_third_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_third_fear.wav,fear,35916,1.628843537414966
2318,OAF_moon_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_moon_disgust.wav,disgust,51446,2.3331519274376418
2308,OAF_doll_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_doll_disgust.wav,disgust,51221,2.322947845804989
2672,OAF_soap_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_soap_sad.wav,sad,60669,2.7514285714285713
1285,OAF_shawl_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_shawl_fear.wav,fear,36034,1.6341950113378685
1833,YAF_gas_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_gas_fear.wav,fear,37441,1.6980045351473922
1964,YAF_doll_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_doll_fear.wav,fear,40689,1.8453061224489795
2088,OAF_death_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_death_neutral.wav,neutral,45573,2.066802721088435
1934,YAF_hire_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_hire_fear.wav,fear,36986,1.6773696145124717
2542,YAF_dip_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_dip_angry.wav,angry,46748,2.120090702947846
2155,OAF_kite_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_kite_neutral.wav,neutral,42398,1.92281179138322
